wage,lnwage,educ,exper,lnexper,lneduc,male
10.892291,2.3880553,3,14,2.7080503,1.0986123,0
16.78521,2.8204982,3,18,2.9444389,1.0986123,1
6.6717758,1.897886,3,11,2.4849067,1.0986123,0
9.155158,2.2143176,3,42,3.7612002,1.0986123,0
8.1543922,2.0985568,3,18,2.9444389,1.0986123,0
7.7466726,2.0472634,3,13,2.6390574,1.0986123,1
13.302367,2.5879421,3,31,3.4657359,1.0986123,1
11.074455,2.4046412,3,28,3.3672957,1.0986123,0
10.0159,2.3041737,3,9,2.3025851,1.0986123,1
10.563644,2.3574183,3,30,3.4339871,1.0986123,1
7.0424299,1.9519533,3,14,2.7080503,1.0986123,1
10.328897,2.3349454,3,22,3.1354942,1.0986123,1
9.4887476,2.2501066,3,17,2.8903718,1.0986123,1
8.3100672,2.1174676,3,14,2.7080503,1.0986123,0
6.3100171,1.8421384,3,43,3.7841897,1.0986123,1
10.658813,2.3663871,3,11,2.4849067,1.0986123,1
11.831282,2.470747,3,22,3.1354942,1.0986123,1
11.165142,2.4127965,3,22,3.1354942,1.0986123,0
10.883755,2.3872714,3,24,3.2188759,1.0986123,1
15.261678,2.7253449,3,25,3.2580965,1.0986123,1
6.5007043,1.8719106,3,13,2.6390574,1.0986123,0
14.08486,2.6451004,3,25,3.2580965,1.0986123,1
15.493345,2.7404106,3,37,3.6375861,1.0986123,1
8.6676064,2.1595926,3,6,1.9459101,1.0986123,1
6.5729346,1.8829604,3,11,2.4849067,1.0986123,0
7.0424299,1.9519533,3,5,1.7917595,1.0986123,1
13.704187,2.6177015,3,30,3.4339871,1.0986123,0
12.602242,2.5338748,3,22,3.1354942,1.0986123,1
13.458866,2.599638,3,28,3.3672957,1.0986123,1
6.6717758,1.897886,3,4,1.6094379,1.0986123,0
11.08009,2.4051497,3,17,2.8903718,1.0986123,0
7.7096076,2.0424674,3,18,2.9444389,1.0986123,1
11.420156,2.43538,3,32,3.4965076,1.0986123,0
11.233639,2.4189126,3,19,2.9957323,1.0986123,0
11.148017,2.4112616,3,21,3.0910425,1.0986123,1
8.0870562,2.0902648,3,7,2.0794415,1.0986123,0
7.413084,2.0032465,3,5,1.7917595,1.0986123,0
6.6668334,1.897145,3,16,2.8332133,1.0986123,1
6.7607322,1.9111311,3,15,2.7725887,1.0986123,1
12.181499,2.4999185,3,16,2.8332133,1.0986123,1
16.901831,2.8274219,3,22,3.1354942,1.0986123,1
12.750504,2.5455709,3,25,3.2580965,1.0986123,1
8.1543922,2.0985568,3,11,2.4849067,1.0986123,0
8.6074142,2.1526239,3,13,2.6390574,1.0986123,0
6.9346437,1.9365296,3,2,1.0986123,1.0986123,1
13.145869,2.5761075,3,13,2.6390574,1.0986123,1
10.094337,2.3119745,3,12,2.5649493,1.0986123,1
9.5777044,2.259438,3,4,1.6094379,1.0986123,0
12.602242,2.5338748,3,31,3.4657359,1.0986123,0
12.519875,2.5273173,3,13,2.6390574,1.0986123,1
9.8594017,2.2884254,3,15,2.7725887,1.0986123,1
15.115459,2.715718,3,9,2.3025851,1.0986123,1
17.70668,2.8739419,3,15,2.7725887,1.0986123,0
8.8957005,2.1855681,3,14,2.7080503,1.0986123,1
9.7185526,2.2740366,3,15,2.7725887,1.0986123,1
10.328897,2.3349454,3,16,2.8332133,1.0986123,1
7.8075194,2.0550873,3,21,3.0910425,1.0986123,0
13.343552,2.5910332,3,24,3.2188759,1.0986123,1
11.391093,2.4328318,3,34,3.5553482,1.0986123,1
11.119626,2.4087117,3,18,2.9444389,1.0986123,1
12.576215,2.5318074,3,17,2.8903718,1.0986123,1
8.8734617,2.1830649,3,12,2.5649493,1.0986123,0
11.972131,2.4825816,3,9,2.3025851,1.0986123,0
7.7096076,2.0424674,3,25,3.2580965,1.0986123,1
5.1644483,1.6417983,3,7,2.0794415,1.0986123,1
9.3899059,2.2396352,3,22,3.1354942,1.0986123,1
9.3899059,2.2396352,3,17,2.8903718,1.0986123,1
14.272657,2.6583457,3,16,2.8332133,1.0986123,0
10.704493,2.3706634,3,14,2.7080503,1.0986123,1
13.868169,2.6295962,3,34,3.5553482,1.0986123,1
11.860934,2.4732502,3,12,2.5649493,1.0986123,1
7.4336762,2.0060205,3,1,.69314718,1.0986123,1
11.860934,2.4732502,3,16,2.8332133,1.0986123,1
6.5103345,1.8733908,3,7,2.0794415,1.0986123,1
4.9632359,1.6020579,3,5,1.7917595,1.0986123,0
8.1543922,2.0985568,3,9,2.3025851,1.0986123,0
10.378317,2.3397188,3,22,3.1354942,1.0986123,0
11.680127,2.4578888,3,15,2.7725887,1.0986123,1
9.121623,2.2106478,3,35,3.583519,1.0986123,1
9.2960072,2.2295849,3,12,2.5649493,1.0986123,1
9.8907013,2.291595,3,25,3.2580965,1.0986123,1
6.6198835,1.8900778,3,5,1.7917595,1.0986123,1
8.1948271,2.1035032,3,12,2.5649493,1.0986123,1
8.1543922,2.0985568,3,20,3.0445225,1.0986123,1
10.0159,2.3041737,3,21,3.0910425,1.0986123,0
10.96335,2.394558,3,16,2.8332133,1.0986123,0
10.015775,2.3041613,3,33,3.5263605,1.0986123,1
9.155158,2.2143176,3,35,3.583519,1.0986123,1
8.1543922,2.0985568,3,11,2.4849067,1.0986123,0
5.6339436,1.7288096,3,6,1.9459101,1.0986123,1
15.115459,2.715718,3,27,3.3322046,1.0986123,1
10.563644,2.3574183,3,19,2.9957323,1.0986123,1
11.145411,2.4110279,3,27,3.3322046,1.0986123,0
11.972131,2.4825816,3,34,3.5553482,1.0986123,1
12.986991,2.5639482,3,19,2.9957323,1.0986123,0
7.9814205,2.0771165,3,12,2.5649493,1.0986123,0
13.380616,2.5938072,3,24,3.2188759,1.0986123,1
22.535774,3.115104,3,20,3.0445225,1.0986123,1
9.8907013,2.291595,3,8,2.1972246,1.0986123,0
8.1543922,2.0985568,3,22,3.1354942,1.0986123,0
7.605824,2.0289142,3,12,2.5649493,1.0986123,1
9.4335804,2.2442758,3,25,3.2580965,1.0986123,0
13.343552,2.5910332,3,21,3.0910425,1.0986123,1
8.1543922,2.0985568,3,32,3.4965076,1.0986123,1
8.9630928,2.1931152,3,29,3.4011974,1.0986123,1
8.1543922,2.0985568,3,6,1.9459101,1.0986123,1
11.737383,2.4627788,3,24,3.2188759,1.0986123,0
8.3852797,2.1264777,3,9,2.3025851,1.0986123,0
14.05669,2.6430984,3,22,3.1354942,1.0986123,0
11.860934,2.4732502,3,17,2.8903718,1.0986123,1
9.1410742,2.2127779,3,21,3.0910425,1.0986123,1
11.848434,2.4721959,3,15,2.7725887,1.0986123,1
6.7607322,1.9111311,3,26,3.2958369,1.0986123,1
12.676373,2.5397398,3,33,3.5263605,1.0986123,1
19.587391,2.9748859,3,22,3.1354942,1.0986123,1
8.6074142,2.1526239,3,14,2.7080503,1.0986123,1
9.4887476,2.2501066,3,28,3.3672957,1.0986123,1
9.4368563,2.2446229,3,14,2.7080503,1.0986123,0
12.206879,2.5019996,3,39,3.6888795,1.0986123,0
10.378317,2.3397188,3,5,1.7917595,1.0986123,1
11.62253,2.4529455,3,14,2.7080503,1.0986123,1
7.1908488,1.9728092,3,3,1.3862944,1.0986123,0
8.1379194,2.0965345,3,4,1.6094379,1.0986123,1
7.7967854,2.0537114,3,15,2.7725887,1.0986123,0
10.557025,2.3567915,3,5,1.7917595,1.0986123,1
12.898766,2.5571315,3,17,2.8903718,1.0986123,1
10.731321,2.3731668,3,19,2.9957323,1.0986123,0
10.658813,2.3663871,3,16,2.8332133,1.0986123,1
5.1223817,1.6336195,3,1,.69314718,1.0986123,0
6.9856005,1.943851,3,21,3.0910425,1.0986123,0
8.9204111,2.1883421,3,32,3.4965076,1.0986123,1
10.227832,2.3251126,3,9,2.3025851,1.0986123,0
8.6074142,2.1526239,3,23,3.1780539,1.0986123,1
10.378317,2.3397188,3,15,2.7725887,1.0986123,1
8.1812916,2.10185,3,8,2.1972246,1.0986123,0
7.6292987,2.031996,3,10,2.3978953,1.0986123,0
9.9533005,2.2979043,3,14,2.7080503,1.0986123,0
12.602242,2.5338748,3,22,3.1354942,1.0986123,1
8.6387138,2.1562538,3,11,2.4849067,1.0986123,0
5.8843412,1.7722948,3,10,2.3978953,1.0986123,1
7.7466726,2.0472634,3,4,1.6094379,1.0986123,0
6.1461205,1.8158211,3,6,1.9459101,1.0986123,1
7.7466726,2.0472634,3,29,3.4011974,1.0986123,1
5.7996478,1.7577972,3,1,.69314718,1.0986123,0
6.2269902,1.8288931,3,1,.69314718,1.0986123,1
8.4509153,2.1342747,3,19,2.9957323,1.0986123,1
8.6676064,2.1595926,3,11,2.4849067,1.0986123,0
6.3752522,1.8524237,3,16,2.8332133,1.0986123,0
6.795475,1.9162569,3,2,1.0986123,1.0986123,1
10.731321,2.3731668,3,11,2.4849067,1.0986123,1
7.605824,2.0289142,3,31,3.4657359,1.0986123,1
8.9085999,2.1870172,3,12,2.5649493,1.0986123,1
10.770775,2.3768365,3,4,1.6094379,1.0986123,1
9.5628786,2.2578888,3,21,3.0910425,1.0986123,1
12.535525,2.5285666,3,20,3.0445225,1.0986123,1
12.394676,2.517267,3,21,3.0910425,1.0986123,0
9.1055098,2.2088797,3,18,2.9444389,1.0986123,0
7.5119252,2.0164919,3,12,2.5649493,1.0986123,1
7.605824,2.0289142,3,16,2.8332133,1.0986123,0
6.2255077,1.828655,3,23,3.1780539,1.0986123,0
7.3789015,1.9986248,3,25,3.2580965,1.0986123,1
8.1379194,2.0965345,3,14,2.7080503,1.0986123,1
9.155158,2.2143176,3,15,2.7725887,1.0986123,1
8.4509153,2.1342747,3,6,1.9459101,1.0986123,1
8.1543922,2.0985568,3,2,1.0986123,1.0986123,1
30.730602,3.4252589,3,23,3.1780539,1.0986123,0
14.867352,2.6991677,3,17,2.8903718,1.0986123,1
11.496766,2.4420657,3,29,3.4011974,1.0986123,0
10.798392,2.3793972,3,28,3.3672957,1.0986123,1
6.7028389,1.9025311,3,26,3.2958369,1.0986123,0
8.8842955,2.1842852,3,22,3.1354942,1.0986123,0
7.413084,2.0032465,3,7,2.0794415,1.0986123,1
6.7607322,1.9111311,3,11,2.4849067,1.0986123,0
10.641894,2.3647985,3,17,2.8903718,1.0986123,1
6.6550221,1.8953718,3,18,2.9444389,1.0986123,0
5.6339436,1.7288096,3,36,3.6109178,1.0986123,1
8.4509153,2.1342747,3,16,2.8332133,1.0986123,1
10.141099,2.3165963,3,7,2.0794415,1.0986123,1
5.955883,1.7843795,3,3,1.3862944,1.0986123,0
8.8957005,2.1855681,3,21,3.0910425,1.0986123,0
10.172399,2.3196781,3,29,3.4011974,1.0986123,0
2.2535775,.81251895,3,47,3.871201,1.0986123,0
8.6074142,2.1526239,3,3,1.3862944,1.0986123,0
9.3899059,2.2396352,3,18,2.9444389,1.0986123,0
7.7881861,2.052608,3,16,2.8332133,1.0986123,0
8.6621885,2.1589675,3,12,2.5649493,1.0986123,1
17.019205,2.8343425,3,24,3.2188759,1.0986123,1
16.484671,2.8024309,3,24,3.2188759,1.0986123,1
11.267887,2.4219568,3,28,3.3672957,1.0986123,1
7.3089004,1.9890928,3,13,2.6390574,1.0986123,0
5.6339436,1.7288096,3,19,2.9957323,1.0986123,1
11.420156,2.43538,3,4,1.6094379,1.0986123,1
6.7607322,1.9111311,3,13,2.6390574,1.0986123,1
10.141099,2.3165963,3,11,2.4849067,1.0986123,0
8.0061312,2.0802076,3,3,1.3862944,1.0986123,0
12.519875,2.5273173,3,19,2.9957323,1.0986123,1
11.712672,2.4606714,3,17,2.8903718,1.0986123,0
8.8957005,2.1855681,3,16,2.8332133,1.0986123,1
11.900298,2.4765635,3,25,3.2580965,1.0986123,1
8.8315878,2.1783347,3,27,3.3322046,1.0986123,1
14.767632,2.6924376,3,18,2.9444389,1.0986123,0
8.0702438,2.0881836,3,9,2.3025851,1.0986123,0
8.4120417,2.1296642,3,21,3.0910425,1.0986123,0
10.641894,2.3647985,3,13,2.6390574,1.0986123,0
11.474059,2.4400887,3,17,2.8903718,1.0986123,0
12.602242,2.5338748,3,34,3.5553482,1.0986123,1
9.0545521,2.2032676,3,7,2.0794415,1.0986123,0
9.0769091,2.2057338,3,1,.69314718,1.0986123,0
7.4336762,2.0060205,3,3,1.3862944,1.0986123,0
11.701268,2.4596972,3,27,3.3322046,1.0986123,1
8.5917645,2.150804,3,18,2.9444389,1.0986123,1
6.2130075,1.826645,3,0,0,1.0986123,0
10.563644,2.3574183,3,24,3.2188759,1.0986123,0
6.9015808,1.9317505,3,3,1.3862944,1.0986123,0
7.0424299,1.9519533,3,11,2.4849067,1.0986123,0
10.462937,2.3478394,3,21,3.0910425,1.0986123,1
7.1989284,1.9739321,3,4,1.6094379,1.0986123,0
8.4509153,2.1342747,3,16,2.8332133,1.0986123,1
5.4774451,1.7006388,3,2,1.0986123,1.0986123,0
6.9860902,1.9439211,3,18,2.9444389,1.0986123,0
12.174811,2.4993691,3,10,2.3978953,1.0986123,0
14.507405,2.6746593,3,38,3.6635616,1.0986123,0
13.343552,2.5910332,3,18,2.9444389,1.0986123,0
10.510435,2.3523686,3,15,2.7725887,1.0986123,0
8.1692181,2.1003733,3,11,2.4849067,1.0986123,1
15.758409,2.757374,3,25,3.2580965,1.0986123,1
7.605824,2.0289142,3,4,1.6094379,1.0986123,0
9.5777044,2.259438,3,19,2.9957323,1.0986123,1
5.5684328,1.7171136,3,3,1.3862944,1.0986123,0
14.446011,2.6704183,3,18,2.9444389,1.0986123,1
10.281947,2.3303897,3,19,2.9957323,1.0986123,1
7.4660411,2.0103648,3,5,1.7917595,1.0986123,0
10.834507,2.3827362,3,26,3.2958369,1.0986123,1
9.6370087,2.2656107,3,14,2.7080503,1.0986123,0
7.2852721,1.9858547,3,16,2.8332133,1.0986123,0
22.40773,3.109406,3,32,3.4965076,1.0986123,1
10.450652,2.3466644,3,10,2.3978953,1.0986123,0
8.5991774,2.1516666,3,5,1.7917595,1.0986123,0
7.7748423,2.0508931,3,28,3.3672957,1.0986123,1
4.7711453,1.5625864,3,3,1.3862944,1.0986123,1
15.226875,2.723062,3,24,3.2188759,1.0986123,1
8.5635948,2.1475201,3,4,1.6094379,1.0986123,1
9.7185526,2.2740366,3,6,1.9459101,1.0986123,1
9.0545521,2.2032676,3,18,2.9444389,1.0986123,0
5.7466226,1.7486123,3,13,2.6390574,1.0986123,1
9.0143099,2.1988132,3,18,2.9444389,1.0986123,0
12.05664,2.4896154,3,26,3.2958369,1.0986123,1
7.7988605,2.0539777,3,20,3.0445225,1.0986123,0
12.631895,2.5362251,3,18,2.9444389,1.0986123,1
14.019349,2.6404386,3,17,2.8903718,1.0986123,1
14.08486,2.6451004,3,31,3.4657359,1.0986123,1
14.648254,2.6843212,3,33,3.5263605,1.0986123,1
10.328897,2.3349454,3,35,3.583519,1.0986123,1
12.770272,2.5471201,3,32,3.4965076,1.0986123,1
13.944011,2.6350501,3,31,3.4657359,1.0986123,1
12.743444,2.545017,3,26,3.2958369,1.0986123,1
8.1692181,2.1003733,3,9,2.3025851,1.0986123,0
20.814293,3.03564,3,22,3.1354942,1.0986123,1
13.343552,2.5910332,3,13,2.6390574,1.0986123,0
8.1097488,2.0930669,3,6,1.9459101,1.0986123,1
5.955883,1.7843795,3,8,2.1972246,1.0986123,0
8.8734617,2.1830649,3,5,1.7917595,1.0986123,1
7.8875213,2.0652819,3,10,2.3978953,1.0986123,1
8.9318619,2.1896248,3,14,2.7080503,1.0986123,1
13.256338,2.5844758,3,5,1.7917595,1.0986123,1
6.3011212,1.8407276,3,4,1.6094379,1.0986123,0
13.771862,2.6226275,3,17,2.8903718,1.0986123,1
7.264822,1.9830438,3,9,2.3025851,1.0986123,1
8.0061312,2.0802076,3,5,1.7917595,1.0986123,1
8.8957005,2.1855681,3,16,2.8332133,1.0986123,1
14.889709,2.7006702,3,29,3.4011974,1.0986123,0
7.4368057,2.0064414,3,4,1.6094379,1.0986123,0
13.928362,2.6339271,3,33,3.5263605,1.0986123,1
19.185862,2.9541736,3,35,3.583519,1.0986123,0
21.127289,3.0505655,3,32,3.4965076,1.0986123,0
9.6370087,2.2656107,3,11,2.4849067,1.0986123,0
7.7050214,2.0418723,3,12,2.5649493,1.0986123,0
13.565943,2.6075625,3,16,2.8332133,1.0986123,1
18.343973,2.909301,3,43,3.7841897,1.0986123,1
9.0143099,2.1988132,3,10,2.3978953,1.0986123,0
9.8416109,2.2866194,3,15,2.7725887,1.0986123,0
8.4509153,2.1342747,3,10,2.3978953,1.0986123,1
8.3026533,2.1165752,3,12,2.5649493,1.0986123,0
10.563644,2.3574183,3,21,3.0910425,1.0986123,0
8.8030376,2.1750968,3,3,1.3862944,1.0986123,1
14.08486,2.6451004,3,34,3.5553482,1.0986123,1
7.5119252,2.0164919,3,23,3.1780539,1.0986123,1
9.7536907,2.2776458,3,12,2.5649493,1.0986123,1
14.511674,2.6749535,3,23,3.1780539,1.0986123,0
10.304187,2.3325503,4,15,2.7725887,1.3862944,1
10.817172,2.381135,4,4,1.6094379,1.3862944,0
8.0484915,2.0854847,4,4,1.6094379,1.3862944,0
9.1922235,2.2183578,4,6,1.9459101,1.3862944,0
13.348784,2.5914254,4,25,3.2580965,1.3862944,1
7.2771773,1.984743,4,16,2.8332133,1.3862944,1
5.9860654,1.7894343,4,10,2.3978953,1.3862944,0
12.743444,2.545017,4,24,3.2188759,1.3862944,1
8.6521282,2.1578054,4,6,1.9459101,1.3862944,0
8.1911278,2.1030517,4,14,2.7080503,1.3862944,1
7.6762481,2.038131,4,3,1.3862944,1.3862944,0
7.6826506,2.0389645,4,5,1.7917595,1.3862944,1
7.5613456,2.0230491,4,1,.69314718,1.3862944,1
20.441875,3.0175855,4,24,3.2188759,1.3862944,1
6.6903081,1.9006599,4,2,1.0986123,1.3862944,0
12.072737,2.4909496,4,28,3.3672957,1.3862944,1
9.8266459,2.2850976,4,10,2.3978953,1.3862944,0
12.989371,2.5641315,4,14,2.7080503,1.3862944,1
8.4509153,2.1342747,4,6,1.9459101,1.3862944,0
8.7191982,2.1655273,4,14,2.7080503,1.3862944,1
11.267887,2.4219568,4,24,3.2188759,1.3862944,1
8.3100672,2.1174676,4,2,1.0986123,1.3862944,0
15.988218,2.771852,4,18,2.9444389,1.3862944,1
10.704493,2.3706634,4,25,3.2580965,1.3862944,1
9.1922235,2.2183578,4,5,1.7917595,1.3862944,0
12.478148,2.5239789,4,13,2.6390574,1.3862944,0
6.3381867,1.8465928,4,10,2.3978953,1.3862944,0
11.190251,2.4150429,4,33,3.5263605,1.3862944,1
8.9168434,2.187942,4,12,2.5649493,1.3862944,0
10.0159,2.3041737,4,5,1.7917595,1.3862944,1
17.214828,2.8457711,4,33,3.5263605,1.3862944,1
26.479534,3.2763722,4,45,3.8286414,1.3862944,1
5.9860654,1.7894343,4,4,1.6094379,1.3862944,0
13.343552,2.5910332,4,15,2.7725887,1.3862944,0
11.860934,2.4732502,4,6,1.9459101,1.3862944,0
10.685847,2.3689201,4,11,2.4849067,1.3862944,0
9.5777044,2.259438,4,25,3.2580965,1.3862944,1
8.0283699,2.0829816,4,7,2.0794415,1.3862944,0
15.493345,2.7404106,4,32,3.4965076,1.3862944,1
8.8734617,2.1830649,4,10,2.3978953,1.3862944,0
7.5119252,2.0164919,4,6,1.9459101,1.3862944,0
9.5072803,2.2520578,4,24,3.2188759,1.3862944,0
8.6074142,2.1526239,4,13,2.6390574,1.3862944,0
19.718803,2.9815726,4,18,2.9444389,1.3862944,0
13.343552,2.5910332,4,27,3.3322046,1.3862944,0
14.867352,2.6991677,4,29,3.4011974,1.3862944,0
10.842672,2.3834896,4,16,2.8332133,1.3862944,1
11.267887,2.4219568,4,20,3.0445225,1.3862944,1
11.947592,2.4805298,4,22,3.1354942,1.3862944,0
7.8875213,2.0652819,4,26,3.2958369,1.3862944,0
9.3899059,2.2396352,4,4,1.6094379,1.3862944,1
9.0143099,2.1988132,4,7,2.0794415,1.3862944,1
16.432335,2.7992511,4,26,3.2958369,1.3862944,1
9.7185526,2.2740366,4,8,2.1972246,1.3862944,0
13.204556,2.5805619,4,10,2.3978953,1.3862944,0
14.08486,2.6451004,4,19,2.9957323,1.3862944,1
10.943935,2.3927855,4,26,3.2958369,1.3862944,0
10.563644,2.3574183,4,11,2.4849067,1.3862944,1
5.6339436,1.7288096,4,6,1.9459101,1.3862944,1
8.5991774,2.1516666,4,3,1.3862944,1.3862944,0
14.853126,2.6982102,4,27,3.3322046,1.3862944,1
11.267887,2.4219568,4,23,3.1780539,1.3862944,1
16.308784,2.7917039,4,18,2.9444389,1.3862944,0
14.826168,2.6963937,4,15,2.7725887,1.3862944,1
11.267887,2.4219568,4,11,2.4849067,1.3862944,0
8.4509153,2.1342747,4,10,2.3978953,1.3862944,1
18.02862,2.8919604,4,27,3.3322046,1.3862944,0
13.682435,2.6161129,4,35,3.583519,1.3862944,1
11.267887,2.4219568,4,20,3.0445225,1.3862944,0
7.3241272,1.991174,4,3,1.3862944,1.3862944,0
11.972131,2.4825816,4,29,3.4011974,1.3862944,0
9.0894289,2.2071121,4,13,2.6390574,1.3862944,0
7.2062068,1.9749427,4,4,1.6094379,1.3862944,1
13.373308,2.5932608,4,18,2.9444389,1.3862944,1
7.8363032,2.0587671,4,1,.69314718,1.3862944,1
11.267887,2.4219568,4,17,2.8903718,1.3862944,0
10.0159,2.3041737,4,30,3.4339871,1.3862944,1
11.518285,2.4439359,4,18,2.9444389,1.3862944,1
10.172399,2.3196781,4,13,2.6390574,1.3862944,1
16.155333,2.7822502,4,7,2.0794415,1.3862944,1
17.384741,2.855593,4,32,3.4965076,1.3862944,1
19.274017,2.9587579,4,25,3.2580965,1.3862944,1
31.925682,3.4634109,4,31,3.4657359,1.3862944,1
11.408736,2.4343793,4,21,3.0910425,1.3862944,1
19.718803,2.9815726,4,36,3.6109178,1.3862944,0
13.001409,2.5650578,4,25,3.2580965,1.3862944,1
20.282198,3.0097435,4,18,2.9444389,1.3862944,1
6.7607322,1.9111311,4,20,3.0445225,1.3862944,0
17.867651,2.8829918,4,34,3.5553482,1.3862944,1
7.7466726,2.0472634,4,4,1.6094379,1.3862944,1
8.3535891,2.1226914,4,10,2.3978953,1.3862944,0
9.8594017,2.2884254,4,6,1.9459101,1.3862944,1
10.271832,2.3294053,4,10,2.3978953,1.3862944,1
12.817223,2.5507898,4,28,3.3672957,1.3862944,0
8.3747807,2.1252248,4,5,1.7917595,1.3862944,0
6.5302529,1.8764457,4,8,2.1972246,1.3862944,0
12.602242,2.5338748,4,24,3.2188759,1.3862944,0
6.2599373,1.8341702,4,2,1.0986123,1.3862944,1
7.5119252,2.0164919,4,1,.69314718,1.3862944,0
10.106043,2.3131335,4,3,1.3862944,1.3862944,1
14.826168,2.6963937,4,21,3.0910425,1.3862944,1
8.3662586,2.1242068,4,11,2.4849067,1.3862944,0
11.267887,2.4219568,4,12,2.5649493,1.3862944,0
8.5917645,2.150804,4,19,2.9957323,1.3862944,0
11.119626,2.4087117,4,18,2.9444389,1.3862944,0
8.6074142,2.1526239,4,8,2.1972246,1.3862944,0
25.916142,3.2548659,4,20,3.0445225,1.3862944,1
11.893881,2.4760242,4,12,2.5649493,1.3862944,1
11.94396,2.4802258,4,15,2.7725887,1.3862944,1
10.410548,2.3428195,4,20,3.0445225,1.3862944,1
9.3899059,2.2396352,4,16,2.8332133,1.3862944,1
7.8875213,2.0652819,4,2,1.0986123,1.3862944,1
9.7029037,2.2724252,4,17,2.8903718,1.3862944,0
8.7070036,2.1641278,4,5,1.7917595,1.3862944,0
7.0025353,1.9462723,4,3,1.3862944,1.3862944,0
9.6963139,2.2717457,4,8,2.1972246,1.3862944,0
20.0005,2.9957573,4,35,3.583519,1.3862944,1
8.5697918,2.1482434,4,4,1.6094379,1.3862944,1
13.343552,2.5910332,4,5,1.7917595,1.3862944,1
12.181499,2.4999185,4,23,3.1780539,1.3862944,1
10.252275,2.3274996,4,18,2.9444389,1.3862944,0
15.493345,2.7404106,4,27,3.3322046,1.3862944,0
7.5340652,2.0194347,4,15,2.7725887,1.3862944,0
6.885931,1.9294803,4,4,1.6094379,1.3862944,1
6.7607322,1.9111311,4,9,2.3025851,1.3862944,1
14.08486,2.6451004,4,29,3.4011974,1.3862944,0
14.08486,2.6451004,4,21,3.0910425,1.3862944,1
11.831282,2.470747,4,12,2.5649493,1.3862944,1
11.097162,2.4066894,4,14,2.7080503,1.3862944,0
8.4509153,2.1342747,4,3,1.3862944,1.3862944,0
11.860934,2.4732502,4,16,2.8332133,1.3862944,1
11.267887,2.4219568,4,10,2.3978953,1.3862944,0
17.746923,2.8762121,4,13,2.6390574,1.3862944,1
13.521464,2.6042783,4,32,3.4965076,1.3862944,1
15.02385,2.7096391,4,15,2.7725887,1.3862944,0
18.310316,2.9074645,4,31,3.4657359,1.3862944,1
6.6903081,1.9006599,4,6,1.9459101,1.3862944,0
12.151379,2.4974427,4,19,2.9957323,1.3862944,1
12.731103,2.5440481,4,8,2.1972246,1.3862944,0
9.8594017,2.2884254,4,8,2.1972246,1.3862944,1
15.493345,2.7404106,4,10,2.3978953,1.3862944,1
11.831282,2.470747,4,13,2.6390574,1.3862944,0
15.02385,2.7096391,4,11,2.4849067,1.3862944,1
14.465531,2.6717687,4,29,3.4011974,1.3862944,1
17.465225,2.8602118,4,15,2.7725887,1.3862944,1
7.8875213,2.0652819,4,6,1.9459101,1.3862944,0
7.1704736,1.9699717,4,13,2.6390574,1.3862944,0
15.493345,2.7404106,4,32,3.4965076,1.3862944,1
11.161587,2.4124782,4,32,3.4965076,1.3862944,1
9.3899059,2.2396352,4,14,2.7080503,1.3862944,0
13.195289,2.5798597,4,17,2.8903718,1.3862944,0
6.3936596,1.8553069,4,4,1.6094379,1.3862944,0
8.3100672,2.1174676,4,3,1.3862944,1.3862944,0
10.378317,2.3397188,4,8,2.1972246,1.3862944,0
9.121623,2.2106478,4,7,2.0794415,1.3862944,0
7.7466726,2.0472634,4,2,1.0986123,1.3862944,1
11.518285,2.4439359,4,22,3.1354942,1.3862944,1
12.572333,2.5314987,4,9,2.3025851,1.3862944,0
14.08486,2.6451004,4,36,3.6109178,1.3862944,0
7.9814205,2.0771165,4,3,1.3862944,1.3862944,1
11.972131,2.4825816,4,9,2.3025851,1.3862944,0
9.9677467,2.2993546,4,4,1.6094379,1.3862944,1
12.676373,2.5397398,4,28,3.3672957,1.3862944,1
8.7326126,2.1670647,4,5,1.7917595,1.3862944,0
15.583488,2.746212,4,41,3.7376697,1.3862944,1
14.755567,2.6916203,4,10,2.3978953,1.3862944,1
7.3241272,1.991174,4,3,1.3862944,1.3862944,1
9.2647076,2.2262123,4,18,2.9444389,1.3862944,1
11.267887,2.4219568,4,32,3.4965076,1.3862944,1
8.6925488,2.1624663,4,13,2.6390574,1.3862944,0
12.278617,2.5078592,4,32,3.4965076,1.3862944,0
12.723323,2.5434368,4,8,2.1972246,1.3862944,0
10.332793,2.3353226,4,7,2.0794415,1.3862944,1
9.0143099,2.1988132,4,3,1.3862944,1.3862944,0
11.972131,2.4825816,4,18,2.9444389,1.3862944,0
9.3899059,2.2396352,4,5,1.7917595,1.3862944,0
9.155158,2.2143176,4,6,1.9459101,1.3862944,1
12.206879,2.5019996,4,9,2.3025851,1.3862944,1
9.6370087,2.2656107,4,9,2.3025851,1.3862944,0
9.0143099,2.1988132,4,5,1.7917595,1.3862944,0
10.081795,2.3107314,4,8,2.1972246,1.3862944,1
11.549584,2.4466496,4,7,2.0794415,1.3862944,1
13.302367,2.5879421,4,29,3.4011974,1.3862944,0
7.9814205,2.0771165,4,13,2.6390574,1.3862944,0
17.653025,2.8709071,4,35,3.583519,1.3862944,0
12.886662,2.5561929,4,31,3.4657359,1.3862944,0
12.750504,2.5455709,4,17,2.8903718,1.3862944,1
