exper,male,school,wage
6,0,12,5.595397
9,0,12,10.615711
3,0,12,8.2046852
6,0,12,1.2248898
9,0,12,11.005995
7,0,12,6.6148152
5,0,9,1.5976822
9,0,12,7.1671634
9,0,12,7.655561
9,0,12,4.1513953
8,0,12,9.5983725
6,0,12,6.4861779
6,0,12,9.4222288
7,0,12,8.0440521
6,0,13,4.899559
5,0,12,4.899559
7,0,12,4.6584902
8,0,12,3.5092099
5,0,11,1.8423961
8,0,12,3.0696032
9,0,12,3.9347811
7,0,12,3.0622244
9,0,12,6.1244488
6,0,12,4.899559
9,0,12,5.3588929
8,0,12,6.2503719
6,0,12,3.9808917
8,0,12,5.8644338
9,0,11,4.6350288
5,0,12,1.6193458
5,0,12,5.1644001
8,0,12,3.9282808
6,0,12,4.0867081
5,0,11,6.2445359
9,0,11,4.5001383
9,0,12,3.1743398
8,0,12,3.7705169
5,0,11,2.3302782
5,0,12,7.9617834
8,0,12,6.848846
9,0,12,5.140883
9,0,12,9.5678082
9,0,11,5.8704395
8,0,12,3.9196472
7,0,12,7.655561
9,0,12,6.7368937
7,0,9,4.2871141
6,0,13,8.2104654
10,0,11,2.6429157
8,0,12,3.6746693
7,0,12,.68982959
8,0,12,1.8219184
5,0,12,6.6494017
7,0,11,3.9808917
6,0,12,2.5022748
8,0,11,1.4868391
7,0,11,4.0969725
9,0,11,7.2967181
9,0,11,4.2111912
5,0,13,8.3685904
9,0,11,3.1563065
9,0,12,4.7127233
8,0,12,3.5262163
7,0,12,4.7035766
8,0,10,4.1704578
9,0,12,4.8386531
3,0,11,2.4581835
9,0,12,6.1244488
6,0,12,8.8804512
7,0,12,7.655561
8,0,11,5.2025657
6,0,12,3.1546688
5,0,12,3.4198265
9,0,12,4.8859415
9,0,12,.51978999
9,0,12,4.2871141
6,0,12,3.0622244
6,0,13,4.6932616
8,0,12,10.924692
8,0,11,4.6768517
9,0,10,2.4497795
9,0,12,2.2292993
9,0,12,4.2099462
8,0,12,5.1717567
7,0,12,1.2208649
6,0,12,2.9200811
4,0,10,2.9098904
7,0,12,1.5589507
9,0,12,3.7688916
9,0,12,7.9617834
4,0,11,.81659317
7,0,12,3.9502695
6,0,10,2.1710424
7,0,12,4.4585986
6,0,10,3.5486805
6,0,13,11.636453
8,0,12,2.9155827
5,0,11,2.388535
6,0,11,4.899559
4,0,12,7.0431161
6,0,12,4.387105
7,0,11,5.3078556
9,0,12,5.8941693
6,0,10,2.3306842
6,0,12,1.007024
9,0,12,6.361475
10,0,11,6.0537663
10,0,10,3.4011502
8,0,12,4.9761147
9,0,12,2.8662419
7,0,11,2.7811708
9,0,11,2.7793863
5,0,13,3.1483858
10,0,10,3.6746693
8,0,12,8.8804512
9,0,12,4.899559
8,0,12,.28133512
9,0,12,7.5564132
8,0,12,4.899559
5,0,12,2.2845864
9,0,12,2.8266687
8,0,13,6.0155697
5,0,13,4.5083714
9,0,12,9.4773407
11,0,10,8.6365108
4,0,12,3.6746693
6,0,12,3.122268
9,0,11,9.2007475
2,0,12,4.2441082
9,0,12,2.5150747
5,0,11,3.5923014
5,0,12,4.7356334
6,0,12,3.8770423
8,0,11,6.0495648
6,0,11,2.923991
7,0,11,10.393004
9,0,11,8.5936708
8,0,11,7.3175235
7,0,10,7.1628056
7,0,12,6.7691278
8,0,10,6.2195911
7,0,11,11.306675
8,0,10,4.6793542
7,0,11,4.2874351
4,0,11,3.1131117
7,0,11,4.8107452
8,0,11,6.6079578
10,0,8,2.5830214
6,0,11,12.095786
6,0,8,1.4461679
4,0,11,7.9617834
6,0,11,5.5885596
8,0,11,5.2182493
8,0,10,3.2168822
9,0,11,3.3291528
3,0,11,3.0622244
9,0,11,4.2747831
9,0,11,4.746448
8,0,11,6.3422456
7,0,10,1.8355696
7,0,11,5.5941505
5,0,12,2.9200811
6,0,11,7.0431161
8,0,11,6.1244488
4,0,11,.6617586
9,0,11,6.1244488
9,0,11,6.4306712
4,0,11,7.3493385
7,0,11,8.1469412
3,0,11,5.5363283
7,0,11,1.9658159
5,0,11,7.6052856
9,0,11,5.8268056
6,0,11,2.9488087
8,0,11,3.1531816
9,0,9,2.1435571
7,0,12,10.770968
6,0,11,3.1428092
4,0,10,5.1297398
9,0,11,5.4595084
7,0,10,5.5120039
5,0,10,8.380825
8,0,11,7.1147852
8,0,11,10.105341
4,0,11,10.5654
7,0,11,7.0431161
7,0,11,6.2988791
6,0,11,6.3694267
7,0,12,4.5495906
7,0,11,6.1110611
6,0,11,7.7205172
8,0,10,1.6529654
7,0,11,3.7288589
6,0,11,5.1242371
8,0,10,1.5519415
8,0,10,6.2278838
6,0,10,3.6746693
7,0,11,4.2788854
8,0,11,5.7876043
9,0,10,4.3826332
6,0,11,2.3530366
8,0,11,3.3684468
8,0,10,3.9808917
6,0,11,5.3750439
7,0,11,5.6869884
9,0,11,5.9740829
8,0,11,5.2057815
5,0,10,3.3401217
7,0,11,4.4585986
4,0,10,2.8919077
8,0,11,3.6746693
9,0,11,4.432333
5,0,11,2.8999441
7,0,11,3.8572004
6,0,11,7.4189343
5,0,11,6.7368937
8,0,12,4.1159463
7,0,11,8.3510265
7,0,11,11.980796
9,0,11,5.3282704
7,0,12,3.1847134
8,0,11,4.5495906
6,0,11,9.9146738
4,0,11,2.5660999
5,0,11,10.781212
8,0,11,6.3141775
9,0,10,2.1435571
7,0,11,9.1947107
9,0,11,2.9010546
8,0,11,1.9231361
3,0,11,5.2057815
8,0,11,.55120039
4,0,11,5.3978195
9,0,11,10.734989
8,0,11,5.6061306
7,0,10,3.0622244
6,0,12,6.4278617
7,0,10,4.3813553
8,0,11,6.9874558
7,0,10,5.1783957
4,0,11,4.0829659
8,0,11,3.7467215
5,0,11,7.2758803
7,0,11,4.0420289
8,0,11,5.2057815
8,0,10,5.2057815
9,0,11,8.2424536
5,0,10,2.2747953
7,0,11,3.8186011
8,0,12,5.5107718
8,0,9,3.6059544
9,0,11,4.6646781
9,0,11,4.991426
5,0,11,3.0622244
4,0,11,8.4076433
9,0,10,8.8804512
9,0,10,7.0431161
8,0,10,4.1539741
3,0,11,3.5240681
7,0,11,5.3609061
9,0,11,4.1122556
8,0,11,8.580575
6,0,10,7.493443
7,0,11,4.5127516
4,0,11,3.4501061
9,0,11,4.3883843
9,0,11,2.4804018
7,0,11,6.3030787
6,0,11,3.8277805
6,0,11,3.4616449
9,0,10,3.954644
8,0,11,8.53794
7,0,10,5.1205754
8,0,10,2.1435571
9,0,11,3.9479918
8,0,11,3.0534165
7,0,10,4.6443739
8,0,11,2.2579448
9,0,11,9.4528599
8,0,10,6.6625805
7,0,11,10.183677
7,0,10,5.9195414
4,0,11,2.1615701
7,0,11,7.4371958
7,0,11,6.1244488
3,0,11,1.7975805
8,0,11,2.8251491
6,0,11,10.105341
5,0,11,6.1244488
6,0,11,6.9596009
8,0,11,7.9950962
5,0,11,6.8900051
8,0,11,5.8107052
8,0,11,7.1764131
4,0,11,1.1921387
2,0,11,3.8956738
8,0,12,3.289993
6,0,11,3.8743472
8,0,11,4.2685165
6,0,11,6.1143122
9,0,10,3.9844491
8,0,11,8.7729836
7,0,11,3.9472504
9,0,10,3.6746693
8,0,11,2.4497795
6,0,11,3.3684468
6,0,11,3.8107681
7,0,11,2.4497795
6,0,11,4.3595185
5,0,11,2.2427559
7,0,10,4.5933366
9,0,11,6.0966806
5,0,11,1.8063296
3,0,10,1.9301293
3,0,11,4.2843676
3,0,10,1.9904459
2,0,10,.27132809
4,0,11,2.5168967
7,0,11,3.2250261
9,0,10,7.5502925
11,0,8,1.4764709
8,0,10,2.647624
8,0,12,5.3109508
8,0,12,3.0622244
9,0,11,4.1340032
5,0,11,6.4994149
7,0,11,2.9430716
5,0,11,2.4497795
6,0,10,3.1890621
7,0,11,4.5495906
5,0,10,4.6768517
6,0,11,4.345613
7,0,10,2.3161552
8,0,10,3.0622244
8,0,12,6.1244488
7,0,11,4.3378615
7,0,11,3.605336
8,0,10,5.7880387
5,0,11,5.7105207
7,0,12,2.7560019
10,0,8,3.3602488
9,0,11,7.279345
9,0,11,4.8593245
7,0,10,5.1037073
6,0,10,18.515776
9,0,10,5.4712763
10,0,9,5.6079292
8,0,10,5.4507594
8,0,10,6.7368937
6,0,10,3.4674435
5,0,10,7.4718275
5,0,10,4.4059191
9,0,10,5.3588929
8,0,10,1.7498425
5,0,9,2.3109031
9,0,10,10.841578
10,0,9,2.7560019
9,0,10,3.9808917
9,0,10,3.4253855
8,0,9,1.1942675
8,0,10,3.9612989
8,0,10,2.244261
9,0,9,5.9713378
6,0,10,1.8439201
8,0,10,4.1340032
5,0,10,.51868296
4,0,10,5.6466551
9,0,10,10.972971
3,0,10,1.0191083
4,0,9,3.7913253
8,0,9,3.0622244
9,0,10,7.0431161
7,0,10,1.9833624
8,0,9,3.145396
4,0,9,3.35233
5,0,11,.55410409
4,0,9,.32497075
9,0,10,4.4912624
3,0,9,.55146551
9,0,8,5.7124906
4,0,9,2.4250047
9,0,6,4.517324
8,0,9,4.6301517
3,0,9,2.3272905
9,0,8,2.1435571
9,0,9,3.6746693
3,0,8,1.4812621
3,0,8,1.676165
10,1,12,11.455804
7,1,14,2.9332886
12,1,11,6.219131
12,1,12,6.9153776
11,1,11,4.9465628
12,1,12,5.1345639
10,1,12,3.0622244
7,1,11,5.5872164
11,1,12,7.655561
10,1,14,16.65645
9,1,15,3.2168822
12,1,12,6.8287606
8,1,11,1.0328801
11,1,12,3.4909358
10,1,12,6.1309991
11,1,13,4.6384439
7,1,15,7.9617834
8,1,15,8.9458237
9,1,13,2.4497795
11,1,12,2.6329405
14,1,8,6.1893721
9,1,12,2.0414829
10,1,11,1.0927938
8,1,14,.73493385
11,1,12,3.5031848
6,1,14,9.0335617
9,1,15,8.7579622
12,1,10,4.899559
8,1,13,6.3482656
11,1,12,2.9117379
5,1,15,3.2663727
8,1,12,4.3329434
10,1,12,3.2527249
12,1,12,10.564674
12,1,12,7.9447589
11,1,12,6.1244488
15,1,8,3.239378
9,1,12,2.5294578
12,1,11,2.9625242
16,1,8,5.7379961
9,1,14,9.799118
11,1,12,6.1244488
9,1,15,15.716767
7,1,12,7.4641719
9,1,12,2.3590469
12,1,12,6.1197414
8,1,15,12.204889
8,1,12,5.5732484
13,1,9,4.423213
7,1,12,10.968499
12,1,10,2.0029645
14,1,9,7.8392944
11,1,12,4.8253231
9,1,11,3.3406084
9,1,13,6.2782903
11,1,10,2.0747318
10,1,11,3.6746693
8,1,14,5.4109206
9,1,13,6.6348195
6,1,13,3.3684468
9,1,11,6.3553038
11,1,12,4.899559
9,1,12,4.7491341
11,1,12,2.4655845
11,1,12,7.0431161
6,1,11,2.5922086
9,1,11,4.899559
6,1,12,4.9865909
5,1,14,3.075532
9,1,12,4.3940854
7,1,12,7.7248869
5,1,14,14.382577
10,1,10,9.6344271
7,1,12,5.7382221
9,1,10,4.3388467
10,1,12,4.4113345
8,1,14,10.634977
9,1,12,7.6963906
6,1,14,11.660951
5,1,14,1.384658
6,1,13,1.4861996
4,1,14,5.0862937
8,1,12,9.0346479
10,1,11,2.4497795
14,1,9,7.1962276
12,1,11,5.5120039
9,1,12,3.2143846
13,1,8,1.031706
11,1,10,6.1244488
3,1,15,6.4555001
4,1,12,2.3437285
11,1,12,4.899559
7,1,14,3.9808917
8,1,10,.86855817
12,1,11,6.7368937
6,1,12,.83195227
7,1,13,4.5495906
6,1,11,6.008893
10,1,12,8.6855822
12,1,10,3.0622244
11,1,8,1.5250024
10,1,12,5.345367
13,1,10,7.0431161
6,1,12,6.1244488
6,1,14,3.5956442
14,1,9,3.6761119
8,1,14,2.0489883
6,1,14,2.4497795
9,1,12,3.0013006
11,1,9,5.0752406
8,1,14,4.4855118
11,1,12,8.9530096
7,1,10,1.0734988
7,1,14,14.29038
8,1,13,4.899559
9,1,12,8.2680063
7,1,12,3.4344947
11,1,12,7.3493385
7,1,14,4.8510485
12,1,10,4.7283955
10,1,12,5.5120039
9,1,12,6.8086977
12,1,10,2.6175725
7,1,12,4.0256209
8,1,12,5.4373155
9,1,12,12.283895
9,1,12,3.9808917
11,1,10,4.0483646
6,1,13,11.092494
9,1,12,5.2057815
10,1,9,3.122268
13,1,9,3.9808917
10,1,11,7.2640519
8,1,12,5.8301387
8,1,13,3.191968
11,1,11,3.9156313
8,1,12,3.3328395
7,1,14,4.6044049
11,1,10,2.8467855
8,1,9,1.0881709
7,1,12,1.4329641
10,1,9,3.8277805
8,1,12,8.1148949
8,1,12,7.4641719
8,1,12,5.8168283
8,1,11,6.4337645
11,1,10,2.532016
9,1,12,4.4960661
9,1,10,1.7978221
10,1,12,5.2057815
5,1,12,.31847134
10,1,9,5.9144678
8,1,12,10.1985
8,1,12,4.746448
8,1,9,5.4284887
6,1,11,4.2540193
8,1,12,6.1244488
9,1,12,4.899559
8,1,13,7.9617834
7,1,13,5.8519878
8,1,13,4.1904125
9,1,12,2.3382623
7,1,12,7.9617834
12,1,10,2.7560019
7,1,13,5.942934
10,1,12,2.1149175
7,1,13,5.0526705
13,1,8,3.1847134
3,1,11,1.6472656
6,1,12,5.2057815
6,1,14,10.615711
10,1,11,4.813169
8,1,13,9.9334164
9,1,12,5.6785378
8,1,12,3.5783296
8,1,11,4.6161699
7,1,12,8.0394373
9,1,13,7.1451902
8,1,10,7.4332433
4,1,12,2.0080161
10,1,11,2.0029645
8,1,12,3.28122
4,1,12,1.9935608
11,1,11,9.3755579
7,1,13,5.9713378
7,1,13,9.7531843
5,1,12,4.5933366
9,1,12,7.0431161
9,1,11,5.5975027
5,1,12,6.2556868
4,1,11,2.7613122
9,1,8,4.899559
10,1,11,10.105341
8,1,12,2.5697343
6,1,11,7.735167
9,1,10,2.7560019
8,1,11,9.3539076
6,1,11,5.7758026
7,1,12,5.0065365
11,1,8,5.7091508
8,1,9,.52581948
6,1,12,2.1435571
8,1,11,7.655561
7,1,12,8.5742283
7,1,12,3.1120977
9,1,12,3.9769108
5,1,12,3.7659204
9,1,12,7.3493385
12,1,8,1.0411563
6,1,9,5.8182263
7,1,11,.22116065
6,1,11,4.899559
4,1,11,3.1070375
8,1,11,3.8370042
8,1,12,4.3866577
2,1,12,3.7284448
8,1,11,4.5933366
8,1,12,6.3220115
12,1,8,6.0509553
7,1,11,4.3927083
3,1,12,6.4306712
5,1,12,5.7324839
5,1,11,4.5933366
5,1,12,3.6860108
8,1,12,7.1560454
9,1,12,7.0431161
8,1,11,4.77707
3,1,11,9.4928961
7,1,13,3.7913253
9,1,12,3.3684468
9,1,11,3.9808917
6,1,10,5.7324839
10,1,11,2.205862
10,1,10,1.9053841
5,1,11,4.77707
3,1,12,2.3810942
4,1,12,4.5569882
10,1,11,7.9617834
8,1,11,5.5386319
5,1,13,9.6630192
5,1,12,5.2057815
4,1,11,6.4078741
7,1,11,5.6962352
5,1,11,39.808918
7,1,12,4.5933366
8,1,12,9.5694513
6,1,12,8.5742283
7,1,12,.762537
6,1,12,5.7253275
6,1,11,18.473419
2,1,13,3.3641338
10,1,9,4.7321148
7,1,8,2.1435571
9,1,11,4.1340032
9,1,11,7.6846914
6,1,11,3.7052915
7,1,12,5.4075131
6,1,12,3.9676661
5,1,11,6.0983872
6,1,11,3.3174098
5,1,11,11.722872
6,1,11,3.7454627
8,1,10,7.9617834
9,1,9,2.5409946
7,1,11,4.2200265
9,1,11,4.4585986
7,1,11,7.655561
8,1,11,5.384131
8,1,11,5.6653099
7,1,11,5.2057815
7,1,10,5.4491296
7,1,11,4.1141334
5,1,12,11.889597
4,1,10,3.0622244
4,1,11,4.5627146
9,1,10,4.899559
10,1,10,.82612538
7,1,8,1.8373346
4,1,11,6.2775602
4,1,11,4.746448
7,1,11,5.2057815
7,1,11,3.2094011
7,1,10,5.2057815
8,1,10,5.8182263
8,1,10,6.2394385
2,1,11,11.811437
9,1,10,5.8182263
9,1,11,2.9047966
5,1,12,4.1033807
8,1,11,7.3493385
7,1,10,.50470895
9,1,9,.46972173
7,1,11,4.6315084
8,1,11,3.5985463
4,1,11,6.4306712
7,1,10,6.3694267
5,1,10,4.3517823
8,1,10,4.6848373
4,1,10,3.9704432
8,1,11,10.707113
7,1,10,4.746448
5,1,10,9.8436594
2,1,12,4.5062609
8,1,9,5.4639692
8,1,10,4.1996222
7,1,11,3.1847134
8,1,11,5.6267023
7,1,10,2.1435571
6,1,9,3.6746693
7,1,10,5.740685
8,1,11,7.9617834
8,1,10,1.378001
8,1,11,5.1328712
7,1,10,3.0622244
9,1,11,6.8243856
10,1,9,1.3132839
10,1,9,5.5120039
4,1,13,5.9395189
6,1,11,6.586791
6,1,11,4.0946317
6,1,11,6.6097827
7,1,9,5.3524594
5,1,9,2.0603507
4,1,8,3.6396725
7,1,10,6.5787506
7,1,10,2.5142474
8,1,9,5.3287525
9,1,8,7.3493385
3,1,8,9.0991812
7,1,10,8.6660948
7,1,10,2.1713955
5,1,11,9.2993631
6,1,10,2.8152163
9,1,10,7.0431161
6,1,10,7.4630508
7,1,10,5.3928785
9,1,10,3.251996
5,1,11,4.2871141
5,1,10,5.9151435
7,1,10,7.1349831
4,1,10,11.636453
6,1,9,5.1778245
6,1,7,4.6540694
3,1,8,.77675939
3,1,10,5.384131
10,1,12,11.198992
9,1,12,7.4535847
11,1,12,7.8115611
8,1,12,8.2680063
14,1,8,1.8515775
10,1,11,4.5122709
8,1,10,3.789809
9,1,13,3.5713792
10,1,14,10.615711
11,1,12,5.5120039
7,1,15,12.086732
9,1,12,4.899559
7,1,12,2.5875797
11,1,12,3.1531816
8,1,14,2.4419527
10,1,12,3.8781216
5,1,14,6.0776973
14,1,10,5.4797702
11,1,12,8.7172813
14,1,8,5.6543212
8,1,10,7.6007481
6,1,14,8.1065435
12,1,10,2.3645203
11,1,9,4.1904125
12,1,12,5.6617126
10,1,12,7.9617834
11,1,12,5.8460646
7,1,14,4.1218219
18,1,6,5.061615
16,1,8,5.2488065
16,1,8,4.0991359
11,1,11,12.327923
9,1,14,25.076735
10,1,12,5.8494735
11,1,12,5.5120039
11,1,13,3.0622244
12,1,12,8.3204222
8,1,15,.89124441
7,1,15,7.8283458
12,1,11,4.3987756
11,1,13,8.4503174
16,1,6,.23144719
9,1,9,2.6724868
13,1,6,3.5812037
14,1,8,10.411563
17,1,6,7.0063696
11,1,13,9.5823231
8,1,12,4.5933366
11,1,12,6.7572331
10,1,10,7.3493385
9,1,14,10.394821
11,1,12,6.5109696
12,1,11,18.373346
15,1,4,3.5649776
9,1,13,9.0239811
8,1,13,6.2101912
9,1,12,6.4306712
7,1,14,10.105341
11,1,12,11.785315
6,1,12,3.4702177
9,1,12,4.2462845
7,1,14,6.2554874
9,1,13,13.609886
11,1,12,6.4306712
9,1,12,6.7368937
9,1,13,5.8877053
9,1,12,1.7416401
6,1,13,10.436795
9,1,13,5.1297398
6,1,13,7.0117979
8,1,14,10.564674
18,1,4,9.0991812
6,1,12,3.3075659
10,1,11,3.5583389
10,1,12,7.3493385
10,1,10,5.492712
10,1,10,1.561134
10,1,11,12.151529
15,1,8,4.7961202
11,1,12,5.4140129
9,1,13,6.6348195
11,1,12,12.489072
11,1,12,3.0622244
9,1,13,5.9843469
10,1,12,7.5081654
9,1,12,12.853238
11,1,12,5.8182263
11,1,12,7.5569472
6,1,13,2.3161552
11,1,12,4.2871141
6,1,14,11.330231
11,1,11,3.2563531
10,1,12,4.8253231
10,1,10,9.9102917
17,1,6,5.6068897
7,1,12,4.1539741
8,1,12,4.8745613
7,1,12,1.6634306
8,1,12,3.2587764
7,1,10,6.9665604
8,1,13,10.227235
11,1,10,2.8141797
9,1,11,5.2057815
9,1,12,10.49425
8,1,12,9.799118
5,1,13,9.7640676
12,1,11,7.9617834
10,1,12,4.2871141
8,1,13,7.0431161
12,1,9,3.6419847
9,1,12,6.5639129
7,1,12,13.771733
10,1,9,4.1513953
10,1,8,2.5477707
15,1,6,6.7368937
8,1,12,4.2871141
8,1,12,9.1866732
8,1,12,5.8182263
8,1,12,7.0431161
8,1,11,4.1596255
10,1,12,4.9761147
8,1,12,5.1309919
12,1,9,5.3588929
13,1,8,2.6423385
7,1,11,3.821656
10,1,11,4.5933366
8,1,12,4.5924177
13,1,8,5.5120039
7,1,12,5.755506
8,1,12,4.0943317
9,1,12,3.1800022
11,1,11,6.9563704
8,1,13,10.555395
9,1,10,3.613127
10,1,12,9.764451
4,1,11,2.7936082
10,1,11,5.2057815
9,1,12,4.6044049
10,1,11,9.1866732
9,1,12,8.1570311
10,1,12,10.110201
9,1,12,12.16923
8,1,12,5.9883499
10,1,12,16.22979
9,1,12,7.5687885
11,1,10,10.184616
11,1,9,7.00353
7,1,12,4.1226063
7,1,12,3.3843925
10,1,11,4.8149014
5,1,12,7.1202941
8,1,11,3.6746693
5,1,12,9.1866732
11,1,7,6.1309991
7,1,11,2.7560019
8,1,11,5.8182263
6,1,11,11.330231
9,1,9,1.6003585
6,1,10,1.3099078
6,1,11,2.4430678
11,1,9,4.0904574
7,1,10,4.3498526
10,1,10,11.126341
7,1,10,.68326581
6,1,11,7.3162336
10,1,11,4.899559
11,1,10,6.7368937
5,1,12,6.2650099
10,1,11,3.3649802
7,1,12,4.1690793
8,1,11,5.2423267
8,1,12,2.8204103
9,1,12,8.5742283
7,1,11,9.1866732
7,1,10,4.172893
7,1,9,10.133179
10,1,11,5.8466659
10,1,10,7.655561
8,1,12,3.2497075
4,1,13,5.6729183
10,1,8,4.0946317
6,1,11,7.3493385
9,1,12,8.2009783
8,1,11,5.2057815
7,1,11,9.9522295
8,1,10,2.9694297
14,1,6,5.5120039
18,1,3,5.5168262
8,1,12,14.392455
12,1,7,5.0526705
10,1,10,10.42566
9,1,12,6.2605476
6,1,11,2.7560019
6,1,11,4.069356
9,1,11,3.7671769
4,1,11,2.2500691
8,1,12,4.5987091
9,1,11,1.5833092
8,1,12,8.921423
8,1,13,20.845396
6,1,11,4.899559
9,1,11,4.0180588
8,1,10,6.2520413
8,1,11,3.4351964
9,1,11,5.7449732
7,1,12,5.9551549
2,1,13,4.7842464
10,1,7,4.0355396
8,1,13,8.9419594
9,1,12,9.1866732
14,1,6,5.4595084
10,1,8,5.8159122
7,1,11,2.6407242
8,1,9,2.4497795
8,1,9,2.78953
8,1,12,7.9123316
3,1,10,5.9250484
6,1,10,7.9617834
8,1,11,4.0300384
9,1,10,4.6115952
5,1,11,5.1537485
7,1,11,5.3078556
8,1,11,7.6128607
8,1,11,8.8804512
9,1,9,3.3684468
6,1,9,5.1644001
11,1,9,4.7996569
11,1,5,3.8026428
5,1,9,2.5578012
5,1,10,5.5120039
7,1,11,13.469398
10,1,10,7.0431161
7,1,11,5.9713378
8,1,11,11.071436
6,1,11,3.1154804
6,1,9,4.899559
7,1,11,5.3588929
7,1,10,3.7688916
8,1,10,5.5501227
5,1,10,2.1055956
9,1,11,3.868073
5,1,11,7.3493385
9,1,11,10.702018
8,1,10,5.7903881
9,1,10,6.8898339
7,1,11,6.5837827
7,1,12,5.3323722
5,1,11,3.4920104
5,1,11,5.5547328
6,1,10,9.6282034
8,1,10,4.088038
6,1,10,2.3451498
6,1,9,.81381088
8,1,11,3.7988629
4,1,11,1.6116971
8,1,11,9.6460066
6,1,10,3.993371
6,1,10,3.4663546
5,1,12,9.9029961
7,1,10,4.899559
4,1,10,2.4880574
9,1,11,3.9277041
7,1,10,3.0622244
11,1,9,4.9847689
12,1,6,2.7560019
8,1,10,8.7334929
8,1,10,2.1435571
6,1,10,5.6714072
9,1,11,2.5849946
11,1,8,3.9808917
6,1,11,10.411563
6,1,10,5.2429237
3,1,10,.9829362
10,1,9,3.9808917
6,1,11,11.595623
10,1,10,6.9993701
9,1,9,5.9666762
9,1,9,6.1244488
6,1,10,6.4873791
8,1,10,3.0399537
4,1,10,2.388535
8,1,10,8.4744902
8,1,10,6.3517013
4,1,10,5.2057815
9,1,10,7.0337229
8,1,9,5.7787137
4,1,9,3.9808917
4,1,10,1.0049056
6,1,10,9.1281595
7,1,9,5.1574306
4,1,9,4.5933366
4,1,9,1.8312101
6,1,9,3.7512558
11,1,13,6.1739192
12,1,12,8.2680063
7,1,13,5.1049662
8,1,14,8.5209723
9,1,15,21.435572
5,1,15,7.249754
12,1,12,13.167565
8,1,14,6.4306712
5,1,14,13.609886
12,1,12,5.624218
11,1,11,4.7926459
9,1,14,13.221964
5,1,15,8.2680063
11,1,12,7.279345
8,1,15,12.55512
11,1,12,7.4271564
11,1,12,8.492569
9,1,12,15.311122
9,1,15,13.78001
10,1,13,9.799118
12,1,12,3.9808917
11,1,12,6.8858666
14,1,9,2.7573276
13,1,11,4.0884833
12,1,12,7.655561
6,1,12,2.6670012
9,1,15,7.8358502
15,1,8,3.6189926
9,1,12,7.5126572
11,1,12,5.5409265
12,1,12,5.8182263
6,1,14,5.1844172
9,1,12,10.717786
11,1,13,4.4855118
14,1,5,7.5004463
9,1,14,10.291713
9,1,15,16.331863
8,1,14,5.4190149
8,1,15,5.6869884
9,1,15,15.938603
10,1,12,4.9330411
11,1,12,9.9604206
10,1,12,5.1412416
11,1,12,7.3738365
5,1,15,11.745042
7,1,14,4.934063
7,1,13,8.6855822
12,1,12,9.2547226
10,1,12,4.899559
12,1,11,1.6359829
14,1,8,4.0899572
8,1,14,7.4468422
12,1,12,7.8086724
12,1,12,3.6746693
10,1,12,5.1208115
12,1,12,7.4387465
10,1,13,8.3319302
11,1,13,7.3091784
11,1,12,5.0480304
9,1,14,5.1760607
12,1,12,5.3588929
10,1,14,6.7368937
15,1,8,2.9322169
11,1,13,11.146497
10,1,13,7.9355264
9,1,15,7.1043606
9,1,14,7.2852921
12,1,12,5.5676808
9,1,15,14.147477
11,1,12,8.8804512
10,1,12,10.166585
8,1,14,10.071316
11,1,12,5.0271721
11,1,12,5.3588929
11,1,12,5.5120039
9,1,13,4.2951312
8,1,15,9.799118
9,1,12,9.1866732
8,1,16,8.9825249
10,1,12,7.50245
10,1,12,11.024008
12,1,12,4.6976252
9,1,14,12.310143
8,1,13,7.655561
12,1,12,8.6763029
14,1,10,5.3524594
11,1,12,5.4140129
10,1,14,11.715961
7,1,15,12.248898
11,1,13,6.1244488
11,1,12,2.5802076
8,1,15,5.2380157
5,1,14,8.4256983
11,1,10,4.2510881
7,1,14,5.1858358
11,1,13,14.345555
7,1,16,8.5742283
7,1,13,2.5856936
8,1,15,8.492569
10,1,12,5.3588929
8,1,15,9.6641626
11,1,13,7.1025982
11,1,12,6.3088617
7,1,14,6.7472739
9,1,12,5.2727041
11,1,11,12.358589
12,1,12,4.9488235
11,1,12,11.769593
9,1,12,5.1037073
12,1,12,9.1866732
11,1,12,10.105341
12,1,12,5.857842
10,1,14,4.5933366
9,1,14,11.636453
10,1,12,.33823708
10,1,12,8.1242685
9,1,12,3.3113227
8,1,12,2.769316
9,1,12,3.3641338
6,1,14,4.4541445
10,1,12,10.044096
6,1,14,11.330231
12,1,12,6.7368937
10,1,14,4.6155267
10,1,12,6.5837827
9,1,14,4.9902916
12,1,12,8.8192062
9,1,12,3.573956
9,1,12,4.6605563
10,1,12,4.7022614
15,1,9,3.9291918
11,1,12,9.8207016
10,1,14,3.5828025
11,1,12,8.2680063
12,1,11,6.4306712
9,1,15,5.9416294
10,1,12,3.9925282
6,1,15,6.0661206
9,1,15,8.5742283
9,1,15,8.2680063
9,1,14,11.99623
9,1,15,12.119962
9,1,14,6.3042107
9,1,15,9.3525763
7,1,14,6.8403592
7,1,14,7.2544723
12,1,12,3.6557417
8,1,15,6.9205041
7,1,15,11.266675
8,1,15,9.1866732
7,1,15,3.5884094
11,1,9,3.4551136
9,1,15,9.7206059
9,1,15,14.618357
8,1,14,11.557427
12,1,12,6.5981631
9,1,15,3.9196472
10,1,12,4.4541445
8,1,15,5.2432642
8,1,9,18.373346
10,1,12,7.814343
